Open,Close,High,Low,Volume,Date
0,559.411,0,0,,08/04/25
0,561.988,0,0,,08/01/25
0,554.837,0,0,,07/31/25
0,555.09,0,0,,07/30/25
0,555.242,0,0,,07/29/25
0,552.89,0,0,,07/28/25
0,549.837,0,0,,07/25/25
0,549.485,0,0,,07/24/25
0,548.457,0,0,,07/23/25
0,546.949,0,0,,07/22/25
0,550.102,0,0,,07/21/25
0,550.307,0,0,,07/18/25
0,552.62,0,0,,07/17/25
0,551.435,0,0,,07/16/25
0,551.704,0,0,,07/15/25
0,552.049,0,0,,07/14/25
0,557.42,0,0,,07/11/25
0,550.61,0,0,,07/10/25
0,558.54,0,0,,07/09/25
0,561.685,0,0,,07/08/25
0,554.971,0,0,,07/07/25
0,545.836,0,0,,07/03/25
0,551.435,0,0,,07/02/25
0,539.604,0,0,,07/01/25
0,535.629,0,0,,06/30/25
0,559.228,0,0,,06/27/25
0,559.255,0,0,,06/26/25
0,559.314,0,0,,06/25/25
0,559.567,0,0,,06/24/25
0,566.948,0,0,,06/23/25
0,576.875,0,0,,06/20/25
0,575.772,0,0,,06/18/25
0,576.654,0,0,,06/17/25
0,568.869,0,0,,06/16/25
0,571.482,0,0,,06/13/25
0,554.045,0,0,,06/12/25
0,558.318,0,0,,06/11/25
0,540.829,0,0,,06/10/25
0,542.824,0,0,,06/09/25
0,538.742,0,0,,06/06/25
0,532.395,0,0,,06/05/25
0,528.531,0,0,,06/04/25
0,537.05,0,0,,06/03/25
0,531.125,0,0,,06/02/25
0,544.725,0,0,,05/30/25
0,544.923,0,0,,05/29/25
0,545.909,0,0,,05/28/25
0,545.457,0,0,,05/27/25
0,546.218,0,0,,05/23/25
0,546.358,0,0,,05/22/25
0,547.864,0,0,,05/21/25
0,549.353,0,0,,05/20/25
0,550.679,0,0,,05/19/25
0,551.961,0,0,,05/16/25
0,550.697,0,0,,05/15/25
0,557.556,0,0,,05/14/25
0,558.918,0,0,,05/13/25
0,551.813,0,0,,05/12/25
0,548.658,0,0,,05/09/25
0,544.506,0,0,,05/08/25
0,528.147,0,0,,05/07/25
0,537.436,0,0,,05/06/25
0,528.891,0,0,,05/05/25
0,536.31,0,0,,05/02/25
0,540.577,0,0,,05/01/25
0,546.788,0,0,,04/30/25
0,546.657,0,0,,04/29/25
0,547.055,0,0,,04/28/25
0,548.395,0,0,,04/25/25
0,548.721,0,0,,04/24/25
0,547.063,0,0,,04/23/25
0,549.352,0,0,,04/22/25
0,545.499,0,0,,04/21/25
0,550.391,0,0,,04/17/25
0,542.779,0,0,,04/16/25
0,538.99,0,0,,04/15/25
0,540.997,0,0,,04/14/25
0,537.923,0,0,,04/11/25
0,528.357,0,0,,04/10/25
0,541.792,0,0,,04/09/25
0,526.694,0,0,,04/08/25
0,534.424,0,0,,04/07/25
0,548.986,0,0,,04/04/25
0,581.547,0,0,,04/03/25
0,618.594,0,0,,04/02/25
0,620.521,0,0,,04/01/25
0,609.857,0,0,,03/31/25
0,609.28,0,0,,03/28/25
0,609.961,0,0,,03/27/25
0,609.74,0,0,,03/26/25
0,609.183,0,0,,03/25/25
0,609.638,0,0,,03/24/25
0,609.785,0,0,,03/21/25
0,610.381,0,0,,03/20/25
0,607.703,0,0,,03/19/25
0,607.348,0,0,,03/18/25
0,608.304,0,0,,03/17/25
0,605.79,0,0,,03/14/25
0,600.686,0,0,,03/13/25
0,607.784,0,0,,03/12/25
0,601.004,0,0,,03/11/25
0,600.526,0,0,,03/10/25
0,603.188,0,0,,03/07/25
0,597.44,0,0,,03/06/25
0,599.859,0,0,,03/05/25
0,609.052,0,0,,03/04/25
0,616.457,0,0,,03/03/25
0,654.313,0,0,,02/28/25
0,655.092,0,0,,02/27/25
0,653.954,0,0,,02/26/25
0,653.555,0,0,,02/25/25
0,655.662,0,0,,02/24/25
0,654.562,0,0,,02/21/25
0,658.429,0,0,,02/20/25
0,658.572,0,0,,02/19/25
0,657.422,0,0,,02/18/25
0,655.293,0,0,,02/14/25
0,653.829,0,0,,02/13/25
0,654.837,0,0,,02/12/25
0,662.307,0,0,,02/11/25
0,656.156,0,0,,02/10/25
0,650.738,0,0,,02/07/25
0,644.397,0,0,,02/06/25
0,641.111,0,0,,02/05/25
0,648.69,0,0,,02/04/25
0,641.459,0,0,,02/03/25
0,649.625,0,0,,01/31/25
0,649.389,0,0,,01/30/25
0,648.699,0,0,,01/29/25
0,649.793,0,0,,01/28/25
0,650.502,0,0,,01/27/25
0,652.361,0,0,,01/24/25
0,650.165,0,0,,01/23/25
0,650.302,0,0,,01/22/25
0,650.265,0,0,,01/21/25
0,652.197,0,0,,01/17/25
0,653.834,0,0,,01/16/25
0,659.01,0,0,,01/15/25
0,647.939,0,0,,01/14/25
0,649.714,0,0,,01/13/25
0,647.479,0,0,,01/10/25
0,635.69,0,0,,01/09/25
0,639.334,0,0,,01/08/25
0,642.516,0,0,,01/07/25
0,646.278,0,0,,01/06/25
0,652.899,0,0,,01/03/25
0,654.417,0,0,,01/02/25
0,611.5,0,0,,12/31/24
0,611.252,0,0,,12/30/24
0,610.368,0,0,,12/27/24
0,609.546,0,0,,12/26/24
0,610.065,0,0,,12/24/24
0,608.773,0,0,,12/23/24
0,608.691,0,0,,12/20/24
0,607.965,0,0,,12/19/24
0,608.687,0,0,,12/18/24
0,605.064,0,0,,12/17/24
0,607.049,0,0,,12/16/24
0,610.351,0,0,,12/13/24
0,605.583,0,0,,12/12/24
0,609.068,0,0,,12/11/24
0,602.296,0,0,,12/10/24
0,601.89,0,0,,12/09/24
0,595.334,0,0,,12/06/24
0,595.553,0,0,,12/05/24
0,595.102,0,0,,12/04/24
0,605.388,0,0,,12/03/24
0,597.245,0,0,,12/02/24
0,623.143,0,0,,11/29/24
0,622.995,0,0,,11/27/24
0,623.353,0,0,,11/26/24
0,624.764,0,0,,11/25/24
0,628.812,0,0,,11/22/24
0,628.281,0,0,,11/21/24
0,626.435,0,0,,11/20/24
0,626.038,0,0,,11/19/24
0,625.636,0,0,,11/18/24
0,618.183,0,0,,11/15/24
0,625.009,0,0,,11/14/24
0,626.067,0,0,,11/13/24
0,626.911,0,0,,11/12/24
0,627.723,0,0,,11/11/24
0,638.194,0,0,,11/08/24
0,650.183,0,0,,11/07/24
0,647.757,0,0,,11/06/24
0,652.901,0,0,,11/05/24
0,652.861,0,0,,11/04/24
0,642.162,0,0,,11/01/24
0,647.685,0,0,,10/31/24
0,647.227,0,0,,10/30/24
0,646.283,0,0,,10/29/24
0,646.484,0,0,,10/28/24
0,651.325,0,0,,10/25/24
0,648.277,0,0,,10/24/24
0,648.395,0,0,,10/23/24
0,650.277,0,0,,10/22/24
0,646.158,0,0,,10/21/24
0,640.886,0,0,,10/18/24
0,646.202,0,0,,10/17/24
0,649.005,0,0,,10/16/24
0,650.365,0,0,,10/15/24
0,664.331,0,0,,10/14/24
0,669.458,0,0,,10/11/24
0,669.814,0,0,,10/10/24
0,658.826,0,0,,10/09/24
0,659.885,0,0,,10/08/24
0,684.613,0,0,,10/07/24
0,669.098,0,0,,10/04/24
0,670.808,0,0,,10/03/24
0,642.742,0,0,,10/02/24
0,632.517,0,0,,10/01/24
0,625.048,0,0,,09/30/24
0,624.649,0,0,,09/27/24
0,624.545,0,0,,09/26/24
0,625.287,0,0,,09/25/24
0,627.132,0,0,,09/24/24
0,626.256,0,0,,09/23/24
0,626.905,0,0,,09/20/24
0,629.237,0,0,,09/19/24
0,627.38,0,0,,09/18/24
0,626.047,0,0,,09/17/24
0,624.814,0,0,,09/16/24
0,618.164,0,0,,09/13/24
0,617.39,0,0,,09/12/24
0,604.947,0,0,,09/11/24
0,595.771,0,0,,09/10/24
0,612.464,0,0,,09/09/24
0,607.221,0,0,,09/06/24
0,620.653,0,0,,09/05/24
0,618.886,0,0,,09/04/24
0,624.511,0,0,,09/03/24
0,657.75,0,0,,08/30/24
0,658.369,0,0,,08/29/24
0,657.46,0,0,,08/28/24
0,659.546,0,0,,08/27/24
0,662.898,0,0,,08/26/24
0,658.971,0,0,,08/23/24
0,655.989,0,0,,08/22/24
0,654.486,0,0,,08/21/24
0,653.912,0,0,,08/20/24
0,653.327,0,0,,08/19/24
0,657.988,0,0,,08/16/24
0,664.417,0,0,,08/15/24
0,661.74,0,0,,08/14/24
0,665.455,0,0,,08/13/24
0,672.685,0,0,,08/12/24
0,657.949,0,0,,08/09/24
0,656.462,0,0,,08/08/24
0,656.121,0,0,,08/07/24
0,647.4,0,0,,08/06/24
0,646.574,0,0,,08/05/24
0,644.688,0,0,,08/02/24
0,656.32,0,0,,08/01/24
0,686.739,0,0,,07/31/24
0,685.93,0,0,,07/30/24
0,686.706,0,0,,07/29/24
0,688.788,0,0,,07/26/24
0,690.815,0,0,,07/25/24
0,689.614,0,0,,07/24/24
0,688.289,0,0,,07/23/24
0,691.241,0,0,,07/22/24
0,689.886,0,0,,07/19/24
0,696.978,0,0,,07/18/24
0,698.411,0,0,,07/17/24
0,692.451,0,0,,07/16/24
0,696.095,0,0,,07/15/24
0,696.343,0,0,,07/12/24
0,694.829,0,0,,07/11/24
0,690.021,0,0,,07/10/24
0,689.964,0,0,,07/09/24
0,700.415,0,0,,07/08/24
0,705.786,0,0,,07/05/24
0,705.603,0,0,,07/03/24
0,699.806,0,0,,07/02/24
0,707.506,0,0,,07/01/24
0,662.925,0,0,,06/28/24
0,662.726,0,0,,06/27/24
0,661.987,0,0,,06/26/24
0,661.255,0,0,,06/25/24
0,661.975,0,0,,06/24/24
0,660.571,0,0,,06/21/24
0,661.196,0,0,,06/20/24
0,657.149,0,0,,06/18/24
0,653.91,0,0,,06/17/24
0,648.533,0,0,,06/14/24
0,650.251,0,0,,06/13/24
0,649.677,0,0,,06/12/24
0,644.392,0,0,,06/11/24
0,642.469,0,0,,06/10/24
0,629.635,0,0,,06/07/24
0,629.392,0,0,,06/06/24
0,622.177,0,0,,06/05/24
0,621.74,0,0,,06/04/24
0,628.653,0,0,,06/03/24
0,662.095,0,0,,05/31/24
0,662.17,0,0,,05/30/24
0,662.93,0,0,,05/29/24
0,664.081,0,0,,05/28/24
0,661.769,0,0,,05/24/24
0,660.439,0,0,,05/23/24
0,662.255,0,0,,05/22/24
0,664.913,0,0,,05/21/24
0,665.977,0,0,,05/20/24
0,667.362,0,0,,05/17/24
0,660.414,0,0,,05/16/24
0,654.607,0,0,,05/15/24
0,650.65,0,0,,05/14/24
0,658.212,0,0,,05/13/24
0,655.257,0,0,,05/10/24
0,666.344,0,0,,05/09/24
0,661.162,0,0,,05/08/24
0,661.525,0,0,,05/07/24
0,664.86,0,0,,05/06/24
0,662.039,0,0,,05/03/24
0,669.139,0,0,,05/02/24
0,664.752,0,0,,05/01/24
0,688.917,0,0,,04/30/24
0,689.036,0,0,,04/29/24
0,689.264,0,0,,04/26/24
0,688.952,0,0,,04/25/24
0,687.345,0,0,,04/24/24
0,688.197,0,0,,04/23/24
0,684.761,0,0,,04/22/24
0,684.85,0,0,,04/19/24
0,683.969,0,0,,04/18/24
0,685.368,0,0,,04/17/24
0,693.391,0,0,,04/16/24
0,691.605,0,0,,04/15/24
0,688.366,0,0,,04/12/24
0,683.34,0,0,,04/11/24
0,690.912,0,0,,04/10/24
0,684.69,0,0,,04/09/24
0,694.691,0,0,,04/08/24
0,697.878,0,0,,04/05/24
0,698.702,0,0,,04/04/24
0,688.722,0,0,,04/03/24
0,691.352,0,0,,04/02/24
0,699.063,0,0,,04/01/24
0,709.013,0,0,,03/28/24
0,709.001,0,0,,03/27/24
0,709.642,0,0,,03/26/24
0,711.047,0,0,,03/25/24
0,709.257,0,0,,03/22/24
0,709.356,0,0,,03/21/24
0,709.021,0,0,,03/20/24
0,712.454,0,0,,03/19/24
0,712.772,0,0,,03/18/24
0,707.471,0,0,,03/15/24
0,705.225,0,0,,03/14/24
0,704.535,0,0,,03/13/24
0,693.446,0,0,,03/12/24
0,695.646,0,0,,03/11/24
0,687.699,0,0,,03/08/24
0,687.472,0,0,,03/07/24
0,684.363,0,0,,03/06/24
0,675.095,0,0,,03/05/24
0,689.242,0,0,,03/04/24
0,687.861,0,0,,03/01/24
0,663.155,0,0,,02/29/24
0,662.358,0,0,,02/28/24
0,662.148,0,0,,02/27/24
0,660.704,0,0,,02/26/24
0,660.094,0,0,,02/23/24
0,661.816,0,0,,02/22/24
0,660.116,0,0,,02/21/24
0,657.685,0,0,,02/20/24
0,663.294,0,0,,02/16/24
0,663.864,0,0,,02/15/24
0,659.994,0,0,,02/14/24
0,667.494,0,0,,02/13/24
0,664.257,0,0,,02/12/24
0,664.934,0,0,,02/09/24
0,640.684,0,0,,02/07/24
0,632.995,0,0,,02/06/24
0,628.553,0,0,,02/05/24
0,620.253,0,0,,02/02/24
0,622.475,0,0,,02/01/24
0,638.955,0,0,,01/31/24
0,639.381,0,0,,01/30/24
0,639.643,0,0,,01/29/24
0,640.838,0,0,,01/26/24
0,639.119,0,0,,01/25/24
0,633.385,0,0,,01/24/24
0,632.126,0,0,,01/23/24
0,633.309,0,0,,01/22/24
0,626.832,0,0,,01/19/24
0,629.824,0,0,,01/18/24
0,628.411,0,0,,01/17/24
0,631.981,0,0,,01/16/24
0,629.239,0,0,,01/12/24
0,626.125,0,0,,01/11/24
0,626.88,0,0,,01/10/24
0,629.166,0,0,,01/09/24
0,618.922,0,0,,01/08/24
0,629.228,0,0,,01/05/24
0,622.053,0,0,,01/04/24
0,634.053,0,0,,01/03/24
0,617.046,0,0,,01/02/24
0,634.645,0,0,,12/29/23
0,634.443,0,0,,12/28/23
0,635.199,0,0,,12/27/23
0,636.386,0,0,,12/26/23
0,633.591,0,0,,12/22/23
0,634.306,0,0,,12/21/23
0,636.043,0,0,,12/20/23
0,635.502,0,0,,12/19/23
0,632.408,0,0,,12/18/23
0,629.938,0,0,,12/15/23
0,627.783,0,0,,12/14/23
0,618.565,0,0,,12/13/23
0,612.596,0,0,,12/12/23
0,621.235,0,0,,12/11/23
0,622.212,0,0,,12/08/23
0,612.451,0,0,,12/07/23
0,613.247,0,0,,12/06/23
0,627.838,0,0,,12/05/23
0,635.094,0,0,,12/04/23
0,631.822,0,0,,12/01/23
0,627.636,0,0,,11/30/23
0,628.394,0,0,,11/29/23
0,627.705,0,0,,11/28/23
0,625.928,0,0,,11/27/23
0,625.707,0,0,,11/24/23
0,628.554,0,0,,11/22/23
0,629.06,0,0,,11/21/23
0,628.712,0,0,,11/20/23
0,626.76,0,0,,11/17/23
0,615.49,0,0,,11/16/23
0,626.351,0,0,,11/15/23
0,629.14,0,0,,11/14/23
0,628.342,0,0,,11/13/23
0,622.606,0,0,,11/10/23
0,611.803,0,0,,11/09/23
0,611.359,0,0,,11/08/23
0,617.265,0,0,,11/07/23
0,629.786,0,0,,11/06/23
0,625.04,0,0,,11/03/23
0,639.237,0,0,,11/02/23
0,624.364,0,0,,11/01/23
0,644.67,0,0,,10/31/23
0,644.134,0,0,,10/30/23
0,646.707,0,0,,10/27/23
0,645.164,0,0,,10/26/23
0,648.82,0,0,,10/25/23
0,645.561,0,0,,10/24/23
0,648.515,0,0,,10/23/23
0,653.374,0,0,,10/20/23
0,657.095,0,0,,10/19/23
0,651.845,0,0,,10/18/23
0,646.128,0,0,,10/17/23
0,642.435,0,0,,10/16/23
0,652.404,0,0,,10/13/23
0,639.656,0,0,,10/12/23
0,641.915,0,0,,10/11/23
0,651.016,0,0,,10/10/23
0,655.419,0,0,,10/09/23
0,640.453,0,0,,10/06/23
0,636.088,0,0,,10/05/23
0,640.265,0,0,,10/04/23
0,673.722,0,0,,10/03/23
0,679.682,0,0,,10/02/23
0,700.238,0,0,,09/29/23
0,700.096,0,0,,09/28/23
0,701.113,0,0,,09/27/23
0,700.253,0,0,,09/26/23
0,699.884,0,0,,09/25/23
0,701.935,0,0,,09/22/23
0,702.432,0,0,,09/21/23
0,700.526,0,0,,09/20/23
0,700.511,0,0,,09/19/23
0,702.668,0,0,,09/18/23
0,700.846,0,0,,09/15/23
0,704.128,0,0,,09/14/23
0,699.797,0,0,,09/13/23
0,702.426,0,0,,09/12/23
0,692.479,0,0,,09/11/23
0,686.203,0,0,,09/08/23
0,677.632,0,0,,09/07/23
0,682.448,0,0,,09/06/23
0,676.523,0,0,,09/05/23
0,675.288,0,0,,09/01/23
0,642.034,0,0,,08/31/23
0,642.027,0,0,,08/30/23
0,642.62,0,0,,08/29/23
0,642.153,0,0,,08/28/23
0,642.287,0,0,,08/25/23
0,642.48,0,0,,08/24/23
0,641.439,0,0,,08/23/23
0,640.428,0,0,,08/22/23
0,638.879,0,0,,08/21/23
0,638.374,0,0,,08/18/23
0,637.136,0,0,,08/17/23
0,633.356,0,0,,08/16/23
0,636.537,0,0,,08/15/23
0,642.244,0,0,,08/14/23
0,648.912,0,0,,08/11/23
0,644.148,0,0,,08/10/23
0,659.284,0,0,,08/09/23
0,649.963,0,0,,08/08/23
0,639.492,0,0,,08/07/23
0,639.133,0,0,,08/04/23
0,635.267,0,0,,08/03/23
0,624.224,0,0,,08/02/23
0,632.847,0,0,,08/01/23
0,575.321,0,0,,07/31/23
0,574.976,0,0,,07/28/23
0,575.01,0,0,,07/27/23
0,572.527,0,0,,07/26/23
0,572.597,0,0,,07/25/23
0,570.786,0,0,,07/24/23
0,569.356,0,0,,07/21/23
0,566.205,0,0,,07/20/23
0,563.569,0,0,,07/19/23
0,557.746,0,0,,07/18/23
0,554.893,0,0,,07/17/23
0,563.004,0,0,,07/14/23
0,574.538,0,0,,07/13/23
0,566.568,0,0,,07/12/23
0,564.009,0,0,,07/11/23
0,549.192,0,0,,07/10/23
0,547.721,0,0,,07/07/23
0,527.694,0,0,,07/06/23
0,527.663,0,0,,07/05/23
0,519.943,0,0,,07/03/23
0,551.545,0,0,,06/30/23
0,551.083,0,0,,06/29/23
0,551.551,0,0,,06/28/23
0,548.587,0,0,,06/27/23
0,550.326,0,0,,06/26/23
0,552.553,0,0,,06/23/23
0,554.399,0,0,,06/22/23
0,562.973,0,0,,06/21/23
0,562.222,0,0,,06/20/23
0,564.092,0,0,,06/16/23
0,562.726,0,0,,06/15/23
0,553.306,0,0,,06/14/23
0,563.777,0,0,,06/13/23
0,555.347,0,0,,06/12/23
0,571.232,0,0,,06/09/23
0,576.598,0,0,,06/08/23
0,586.601,0,0,,06/07/23
0,588.453,0,0,,06/06/23
0,594.676,0,0,,06/05/23
0,596.335,0,0,,06/02/23
0,580.573,0,0,,06/01/23
0,586.825,0,0,,05/31/23
0,587.2,0,0,,05/30/23
0,589.513,0,0,,05/26/23
0,588.367,0,0,,05/25/23
0,592.044,0,0,,05/24/23
0,587.193,0,0,,05/23/23
0,583.708,0,0,,05/22/23
0,584.305,0,0,,05/19/23
0,582.484,0,0,,05/18/23
0,586.26,0,0,,05/17/23
0,575.39,0,0,,05/16/23
0,572.549,0,0,,05/15/23
0,574.351,0,0,,05/12/23
0,581.889,0,0,,05/11/23
0,589.243,0,0,,05/10/23
0,601.138,0,0,,05/09/23
0,599.586,0,0,,05/08/23
0,587.411,0,0,,05/05/23
0,573.839,0,0,,05/04/23
0,568.082,0,0,,05/03/23
0,594.049,0,0,,05/02/23
0,628.291,0,0,,05/01/23
0,637.36,0,0,,04/28/23
0,676.267,0,0,,04/27/23
0,676.056,0,0,,04/26/23
0,679.307,0,0,,04/25/23
0,682.43,0,0,,04/24/23
0,680.111,0,0,,04/21/23
0,678.034,0,0,,04/20/23
0,682.401,0,0,,04/19/23
0,686.883,0,0,,04/18/23
0,692.641,0,0,,04/17/23
0,704.768,0,0,,04/14/23
0,699.86,0,0,,04/13/23
0,705.155,0,0,,04/12/23
0,702.472,0,0,,04/11/23
0,694.036,0,0,,04/10/23
0,700.528,0,0,,04/07/23
0,700.528,0,0,,04/06/23
0,698.738,0,0,,04/05/23
0,699.844,0,0,,04/04/23
0,706.456,0,0,,04/03/23
0,672.231,0,0,,03/31/23
0,674.677,0,0,,03/30/23
0,674.495,0,0,,03/29/23
0,675.278,0,0,,03/28/23
0,674.918,0,0,,03/27/23
0,670.134,0,0,,03/24/23
0,670.076,0,0,,03/23/23
0,668.984,0,0,,03/22/23
0,665.556,0,0,,03/21/23
0,661.712,0,0,,03/20/23
0,656.248,0,0,,03/17/23
0,654.892,0,0,,03/16/23
0,653.27,0,0,,03/15/23
0,669.828,0,0,,03/14/23
0,699.544,0,0,,03/10/23
0,696.976,0,0,,03/09/23
0,707.815,0,0,,03/08/23
0,714.705,0,0,,03/07/23
0,736.459,0,0,,03/06/23
0,735.23,0,0,,03/03/23
0,728.984,0,0,,03/02/23
0,727.13,0,0,,03/01/23
0,717,0,0,,02/28/23
0,716.707,0,0,,02/27/23
0,717.057,0,0,,02/24/23
0,715.97,0,0,,02/23/23
0,714.825,0,0,,02/22/23
0,721.19,0,0,,02/21/23
0,717.085,0,0,,02/17/23
0,719.753,0,0,,02/16/23
0,720.876,0,0,,02/15/23
0,717.402,0,0,,02/14/23
0,719.302,0,0,,02/13/23
0,720.953,0,0,,02/10/23
0,709.542,0,0,,02/09/23
0,701.176,0,0,,02/08/23
0,701.127,0,0,,02/07/23
0,686.616,0,0,,02/06/23
0,689.124,0,0,,02/03/23
0,705.44,0,0,,02/02/23
0,702.929,0,0,,02/01/23
0,692.167,0,0,,01/31/23
0,691.555,0,0,,01/30/23
0,692.507,0,0,,01/27/23
0,693.095,0,0,,01/26/23
0,692.55,0,0,,01/25/23
0,694.3,0,0,,01/24/23
0,695.766,0,0,,01/23/23
0,695.474,0,0,,01/20/23
0,688.331,0,0,,01/19/23
0,678.393,0,0,,01/18/23
0,680.879,0,0,,01/17/23
0,682.656,0,0,,01/13/23
0,675.219,0,0,,01/12/23
0,667.618,0,0,,01/11/23
0,645.292,0,0,,01/10/23
0,631.278,0,0,,01/09/23
0,610.828,0,0,,01/06/23
0,610.887,0,0,,01/05/23
0,607.175,0,0,,01/04/23
0,630.884,0,0,,01/03/23
0,648.388,0,0,,12/30/22
0,591.493,0,0,,12/29/22
0,590.57,0,0,,12/28/22
0,591.73,0,0,,12/27/22
0,591.258,0,0,,12/23/22
0,588.326,0,0,,12/22/22
0,590.439,0,0,,12/21/22
0,585.95,0,0,,12/20/22
0,583.51,0,0,,12/19/22
0,584.485,0,0,,12/16/22
0,593.04,0,0,,12/15/22
0,596.075,0,0,,12/14/22
0,597.139,0,0,,12/13/22
0,592.65,0,0,,12/12/22
0,584.056,0,0,,12/09/22
0,583.393,0,0,,12/08/22
0,584.585,0,0,,12/07/22
0,594.94,0,0,,12/06/22
0,604.775,0,0,,12/05/22
0,632.277,0,0,,12/02/22
0,644.359,0,0,,12/01/22
0,667.693,0,0,,11/30/22
0,667.37,0,0,,11/29/22
0,667.627,0,0,,11/28/22
0,668.796,0,0,,11/25/22
0,671.411,0,0,,11/23/22
0,675.392,0,0,,11/22/22
0,677.441,0,0,,11/21/22
0,676.444,0,0,,11/18/22
0,678.954,0,0,,11/17/22
0,686.003,0,0,,11/16/22
0,685.979,0,0,,11/15/22
